SexCode,MaritalCode,PrevEdCode,DDVeteran,DaysEnrollToStart,AgeAtStart,AgeAtGrad,GPA,MinutesAttended,HoursAttempt,HoursEarned,HoursReq,MinutesAbsent,TransferCredits,TransferGPA,MinEFC,MaxENTEntranceScore,gradFlag
M,NULL,ASSOC,0,60,28,30,3.8,92585,2250,2250,2250,2470,40,NA,6410,94,1
F,UN,HS,0,40,19,23,2.22,50180,1170,765,2565,9820,NA,NA,10383,80,0
F,UN,SOMECOLL,0,139,22,24,2.87,27400,1110,975,2565,365,31,NA,3014,82.5,0
F,S,ASSOC,0,54,26,28,3.81,98650,2295,2295,2250,940,48.34,3.5,0,NA,1
M,S,BACH,0,149,28,31,2.74,117996,2610,2565,2565,8799,17,NA,0,86.5,1
F,UN,SOMECOLL,0,136,25,28,3.42,112975,2640,2550,2565,2690,33,NA,0,NA,1
F,UN,SOMECOLL,0,65,20,23,3.34,143500,2655,2475,2565,2690,NA,NA,0,88,0
M,NULL,SOMECOLL,0,60,29,33,2.11,24930,585,360,2565,2070,NA,3.01,0,78,0
M,UN,SOMECOLL,0,67,41,44,2.37,21565,855,675,2565,35,27,NA,0,86,0
F,UN,SOMECOLL,0,88,20,22,3.31,126411,2520,2520,2565,3534,12,NA,9863,NA,1
F,NULL,SOMECOLL,0,108,32,36,2.27,75490,1470,1200,2565,6125,6,1.02,0,80.5,0
F,UN,SOMECOLL,0,80,21,24,2.67,39680,945,855,2565,820,18,NA,NA,85,0
M,UN,ASSOC,0,34,32,35,2.92,126215,2610,2520,2565,4505,16,NA,0,84,1
M,UN,ASSOC,0,60,32,34,2.41,22515,1005,930,2565,300,34,NA,0,79.5,0
M,UN,HS,0,110,42,44,3.28,109813,2595,2565,2565,1368,37,NA,0,91.5,1
M,UN,BACH,0,131,29,31,3.21,108467,2707.5,2565,2565,3793,37,NA,0,89,1
F,NULL,SOMECOLL,0,72,23,26,3.4,116034,2370,2325,2250,2436,27,2.68,10639,85,1
M,M,BACH,0,89,26,29,2.93,140491,2595,2565,2565,3494,6,NA,11174,86,1
M,S,BACH,0,97,22,25,3,109380,2782.5,2565,2565,6250,37,NA,0,88.5,1
F,UN,SOMECOLL,0,156,33,36,2.2,41040,810,540,2565,60,6,NA,0,80,0
F,S,BACH,0,81,28,33,3.09,137672,2767.5,2325,2250,3887,23,2.78,0,78,1
F,NULL,BACH,0,35,23,25,3.59,106415,2514,2514,2565,1015,39.7,2.89,0,NA,1
F,UN,SOMECOLL,0,209,35,39,3.14,125706,2887.5,2565,2565,2559,28,NA,0,86,1
F,UN,ASSOC,0,34,23,25,3.18,114206,2520,2520,2565,1579,29,2.56,0,85.5,1
F,UN,SOMECOLL,0,98,21,24,3.22,136526,2520,2520,2565,3530,6,NA,0,NA,1
F,NULL,SOMECOLL,0,32,27,29,3.27,129305,2298,2298,2250,2785,9,3.1,0,81,1
F,NULL,SOMECOLL,0,39,24,26,3.21,104310,2565,2520,2565,3190,39,2.56,0,80.5,1
F,NULL,BACH,0,102,28,32,2.73,85195,1770,1410,2565,1025,18,NA,0,82.4,0
M,UN,SOMECOLL,0,118,23,26,3.23,48107,1335,1065,2565,1483,23,NA,0,83,0
F,UN,SOMECOLL,0,81,23,26,3.2,118199,2655,2565,2565,2836,31,NA,0,76,1
F,S,ASSOC,0,61,54,58,2.47,87501,1845,1455,2565,3734,12,2.36,0,76.5,0
F,UN,SOMECOLL,0,131,18,21,2.08,59158,1290,1065,2565,2312,18,NA,0,80,0
M,UN,BACH,0,34,27,30,2.8,45635,1245,1110,2565,4030,23,NA,2997,86,0
F,S,HS,0,40,22,26,2.93,36939,2310,1965,2565,217,NA,NA,0,87,0
F,NULL,SOMECOLL,0,68,24,26,2.71,72494,1905,1845,2565,4756,34,NA,0,88.5,0
M,D,ASSOC,0,144,38,41,0.83,13095,270,0,2565,1905,NA,NA,0,NA,0
M,NULL,HS,0,94,28,32,2.96,144314,2678,2603,2565,1927,NA,NA,7581,85,1
F,UN,SOMECOLL,0,75,31,34,0,900,180,90,2565,600,6,1.86,0,NA,0
F,NULL,SOMECOLL,0,81,29,32,3.05,51220,1500,1410,2565,1905,34,3.51,0,86,0
F,NULL,SOMECOLL,0,58,21,24,3.08,125890,2325,2295,2250,3095,10,NA,0,81,1
F,UN,SOMECOLL,0,123,25,27,3.32,99930,2250,2250,2250,2535,36,NA,0,94.5,1
F,S,HS,0,114,18,21,3.05,151850,2595,2565,2565,1225,NA,NA,0,82.5,1
F,UN,SOMECOLL,0,114,24,27,2.89,120015,2520,2520,2565,12180,9,NA,356,84.5,1
F,S,SOMECOLL,0,82,35,37,3.37,114801,2520,2520,2565,2324,28,NA,0,86.5,1
M,S,HS,0,97,20,23,3.67,144855,2610,2520,2565,3210,NA,NA,NA,NA,1
F,M,BACH,0,116,31,34,3.21,114781,2610,2565,2565,3579,30,NA,0,81.5,1
F,UN,SOMECOLL,0,100,44,47,0,1800,180,45,2565,0,3,1.84,0,80,0
F,UN,SOMECOLL,0,63,21,24,2.62,22407,975,795,2565,3378,28,NA,0,NA,0
F,UN,SOMECOLL,0,105,22,24,3.58,108367,2520,2520,2565,3503,34,NA,0,86,1
M,P,SOMECOLL,0,45,32,36,3.23,146087,2865,2550,2565,8609,7,2.32,1246,80.94,1
F,UN,HS,0,109,18,22,2.55,86805,1470,1200,2565,675,NA,NA,0,80,0
F,M,BACH,0,97,44,46,3.31,88281,2250,2250,2250,2020,44,NA,0,82,1
M,UN,SOMECOLL,0,137,42,45,3.9,129863,2520,2520,2565,3622,9,NA,4536,94,1
F,NULL,ASSOC,0,69,34,37,3.42,91466,2250,2250,2250,6634,47,3.13,0,81,1
F,P,SOMECOLL,0,52,49,52,3.2,125385,2827.5,2370,2250,1335,39,NA,859,75,1
F,S,SOMECOLL,0,80,19,23,2.36,35880,720,540,2565,2460,NA,2.24,0,86,0
F,UN,SOMECOLL,0,180,26,29,3.37,110359,2340,2250,2250,2791,28,NA,9577,87,1
M,UN,SOMECOLL,0,79,22,25,3.36,134125,2520,2520,2565,7980,NA,NA,0,85,1
F,UN,SOMECOLL,0,109,37,40,3.12,133210,2610,2565,2565,2315,15,NA,1200,81,1
F,NULL,ASSOC,0,96,30,32,3.63,107629,2520,2520,2565,1031,46,3.19,1497,81,1
F,UN,ASSOC,0,40,26,28,3.71,83846,2250,2250,2250,2539,47,3.26,5581,88.5,1
F,UN,SOMECOLL,0,152,21,24,2.77,51985,1245,1065,2565,1235,20,NA,0,NA,0
M,UN,HS,0,80,26,29,1.97,27315,495,360,2565,2085,NA,NA,0,83.5,0
F,UN,SOMECOLL,0,110,19,22,2.33,28304,495,360,2565,796,NA,NA,0,79.5,0
F,UN,SOMECOLL,0,103,21,24,1.61,15270,450,315,2565,930,12,NA,2199,83,0
M,NULL,SOMECOLL,0,87,21,24,3.66,142090,2520,2520,2565,3440,NA,NA,0,NA,1
M,S,BACH,0,95,21,24,3.27,120578,2520,2520,2565,6442,17,NA,0,89,1
F,UN,SOMECOLL,0,157,24,28,2.82,84290,1455,1380,2565,2875,NA,NA,0,NA,0
M,NULL,SOMECOLL,0,16,20,23,2.08,17930,450,270,2565,490,10,2.14,9517,77.5,0
F,UN,SOMECOLL,0,109,26,29,3.55,101101,2340,2295,2250,1524,37,NA,0,86.5,1
M,UN,SOMECOLL,0,150,30,33,3.49,145245,2520,2520,2565,1420,NA,NA,0,88,1
F,UN,SOMECOLL,0,87,23,26,3.05,115173,2280,2250,2250,3352,22,NA,0,88,1
F,UN,SOMECOLL,0,123,39,41,3.31,108248,2295,2250,2250,2708,27,NA,0,87.5,1
F,UN,BACH,0,119,25,27,3.47,114240,2550,2550,2565,1885,24,NA,0,NA,1
F,NULL,SOMECOLL,0,135,28,31,3.66,109188,2520,2520,2565,3802,30,NA,3007,NA,1
F,UN,SOMECOLL,0,87,21,24,3.07,127386,2520,2520,2565,5899,15,NA,0,87,1
F,NULL,SOMECOLL,0,205,20,23,3.45,120095,2775,2595,2565,5663,32,3.12,70004,82.5,1
M,UN,BACH,0,129,27,30,2.77,142550,2734,2520,2565,6700,6,NA,0,82,1
F,UN,SOMECOLL,0,115,22,25,2.45,27870,675,495,2565,1530,9,NA,0,79.5,0
F,M,SOMECOLL,0,96,27,30,2.68,67043,1320,1320,2565,1397,14,2.61,0,85.5,0
M,NULL,HS,0,31,18,21,1.28,13500,225,45,2565,0,NA,NA,0,81.5,0
F,UN,SOMECOLL,0,100,23,26,3.35,113528,2595,2565,2565,4267,33,NA,0,NA,1
F,UN,SOMECOLL,0,107,22,25,3.54,108431,2520,2520,2565,3695,28,NA,0,88.46,1
F,UN,SOMECOLL,0,122,23,26,2.68,41070,1335,1200,2565,4140,31,NA,0,NA,0
F,UN,SOMECOLL,0,132,28,31,3.14,137620,2610,2520,2565,6425,NA,NA,0,NA,1
F,UN,ASSOC,0,135,22,25,3.2,116443,2700,2565,2565,5117,30,NA,0,81.5,1
F,S,BACH,0,56,22,25,3.36,117845,2932.5,2565,2565,3365,37,NA,0,85,1
F,S,SOMECOLL,0,32,20,23,3.48,127296,2289,2289,2250,1744,9,3.5,0,78,1
F,S,SOMECOLL,0,80,25,28,3.14,138860,2595,2565,2565,7930,NA,NA,0,88,1
F,UN,SOMECOLL,0,139,22,24,3.29,120245,2610,2565,2565,2545,28,NA,0,84.5,1
F,UN,SOMECOLL,0,93,23,26,3.35,130125,2520,2520,2565,9120,NA,NA,0,83.5,1
F,M,BACH,0,131,22,25,3.68,121697,2550,2550,2565,2333,20,NA,0,NA,1
F,S,SOMECOLL,0,119,21,24,1.7,63273,90,90,2565,2727,NA,2.78,0,NA,0
F,NULL,BACH,0,24,29,32,3.88,134830,2520,2520,2565,155,9,2.82,7829,NA,1
F,NULL,ASSOC,0,59,35,38,3.77,120475,2325,2325,2250,335,31,2.84,8581,83.5,1
F,NULL,HS,0,129,40,44,3.59,131505,2655,2520,2565,10335,NA,NA,0,89.5,1
F,NULL,SOMECOLL,0,19,19,23,1.74,15850,270,135,2565,350,NA,NA,9255,79.5,0
F,NULL,ASSOC,0,60,23,25,3.47,88260,2355,2355,2565,4350,37,3.3,0,82,0
F,UN,SOMECOLL,0,110,18,21,3.02,155523,2790,2520,2565,2337,NA,NA,0,86,1
F,NULL,SOMECOLL,0,59,24,27,2.46,30560,855,765,2565,40,19,2.8,0,NA,0
M,UN,MAST,0,88,29,32,3.28,133549,2610,2565,2565,4421,15,NA,0,87.5,1
F,UN,BACH,0,91,37,41,2.9,158641,3015,2520,2565,5549,NA,NA,0,NA,1
F,D,BACH,0,101,39,41,3.18,121434,2250,2250,2250,3326,10,NA,0,87.47,1
F,NULL,SOMECOLL,0,62,21,24,3.24,127045,2685,2595,2565,800,28.7,2.36,0,71,1
F,UN,SOMECOLL,0,74,23,27,2.21,19030,405,360,2565,1730,NA,NA,0,84,0
F,UN,BACH,0,39,34,36,3.55,117365,2520,2520,2565,1915,26,NA,0,NA,1
F,S,BACH,0,135,22,24,3.35,124084,2520,2520,2565,3641,16,NA,0,NA,1
F,UN,SOMECOLL,0,128,27,29,3.74,95995,2280,2280,2250,1855,43,NA,9891,95,1
F,NULL,SOMECOLL,0,96,28,30,3.92,97110,2250,2250,2250,2570,31,3.55,25496,86,1
F,NULL,ASSOC,0,6,24,27,3.4,118968,2295,2250,2250,8592,10,2.91,0,80.5,1
M,UN,HS,0,110,22,26,2.95,147676,3060,2565,2565,4049,12,NA,0,81.5,1
F,UN,SOMECOLL,0,116,20,23,3.09,32995,1155,1065,2565,350,31,NA,2051,NA,0
F,UN,SOMECOLL,0,75,43,47,3.33,153392,2745,2655,2565,2653,6,NA,0,NA,1
F,UN,SOMECOLL,0,32,23,25,3.57,104145,2520,2520,2565,3480,34,3.44,2761,85.5,1
F,UN,SOMECOLL,0,103,21,23,3.19,113551,2655,2565,2565,6829,34,NA,9482,80.5,1
F,NULL,SOMECOLL,0,77,24,27,3.15,140628,2523,2523,2565,1645,NA,NA,0,78.5,1
M,UN,ASSOC,0,115,38,41,2.91,71017,1635,1455,2565,3413,25,NA,0,NA,0
M,UN,SOMECOLL,0,69,22,25,3.11,126934,2610,2565,2565,3431,17,3.11,0,NA,1
F,NULL,SOMECOLL,0,107,22,25,3.03,145175,2610,2520,2565,5425,NA,1.54,0,82,1
F,NULL,SOMECOLL,0,74,19,21,3.47,117910,2520,2520,2565,4175,NA,NA,0,81.5,1
F,UN,SOMECOLL,0,125,40,42,3.68,112297,2520,2520,2565,2583,28,NA,6199,NA,1
M,M,ASSOC,0,72,34,36,3.31,123655,2610,2565,2565,395,27,2.93,0,87,1
F,UN,BACH,0,114,27,30,3.83,126608,2520,2520,2565,6027,11,NA,0,93,1
F,NULL,SOMECOLL,0,94,21,24,2.75,30590,1095,1020,2565,265,31,NA,1970,NA,0
F,NULL,ASSOC,0,124,20,23,3.03,110434,2250,2055,2565,1391,14,2.83,0,81,0
F,NULL,ASSOC,0,124,24,27,3.45,109335,2520,2520,2565,2415,34,NA,0,NA,1
M,UN,SOMECOLL,0,135,21,24,3.34,126884,2745,2520,2565,3996,18,NA,0,NA,1
F,UN,BACH,0,100,19,22,3.48,127005,2520,2520,2565,4575,15,NA,0,81.5,1
M,UN,SOMECOLL,0,131,21,23,3.54,123753,2520,2520,2565,3952,13,NA,0,NA,1
F,UN,SOMECOLL,0,130,20,23,2.56,81205,1425,1155,2565,875,3,NA,12739,84.5,0
F,UN,SOMECOLL,0,95,21,24,3.36,130483,2662.5,2520,2565,7587,15,NA,0,88.5,1
F,M,BACH,0,90,33,36,3.15,25990,585,585,2250,1010,22,3.02,0,85,0
M,UN,SOMECOLL,0,80,23,25,2.93,10800,810,810,2565,0,34,NA,0,86,0
F,UN,SOMECOLL,0,184,34,38,3.13,137415,2482.5,2295,2250,1335,NA,NA,0,83.5,1
F,UN,SOMECOLL,0,75,19,22,3.17,129482,2520,2520,2565,8818,6,NA,0,83.5,1
F,UN,SOMECOLL,0,81,33,36,3.35,131200,2520,2520,2565,4850,15,NA,0,NA,1
M,NULL,SOMECOLL,0,34,22,26,2.57,51480,1200,900,2565,3720,10,2.42,0,84.5,0
F,UN,SOMECOLL,0,186,22,25,3.19,117335,2655,2565,2565,8073,22,NA,0,NA,1
M,UN,HS,0,74,21,24,2.03,8100,135,45,2565,0,NA,NA,0,83,0
F,NULL,SOMECOLL,0,10,33,35,3.38,34200,1155,1065,2565,600,32,2.87,0,75.5,0
F,UN,SOMECOLL,0,88,23,26,3.37,127886,2520,2520,2565,6510,12,NA,0,NA,1
F,UN,SOMECOLL,0,98,37,40,3.4,127780,2737.5,2565,2565,3070,20,NA,0,80.5,1
F,NULL,SOMECOLL,0,138,25,27,3.54,110520,2520,2520,2565,2880,30,3.07,0,83.5,1
M,UN,BACH,0,130,29,32,3.13,103772,2347.5,2250,2250,3963,33,NA,7012,81.5,1
F,NULL,SOMECOLL,0,101,20,23,3.03,111492,2520,2520,2565,2838,29,2.74,0,80.5,1
F,UN,SOMECOLL,0,111,18,22,2.31,76994,1560,1200,2565,10696,NA,NA,0,87,0
F,NULL,SOMECOLL,0,119,17,19,3.19,109265,2520,2520,2565,5150,27,NA,99999,NA,1
F,UN,SOMECOLL,0,151,32,36,2.43,11400,315,180,2565,900,3,NA,3198,85.9,0
M,NULL,SOMECOLL,0,100,28,30,0,1800,405,270,2565,2400,18,2.87,0,89.5,0
F,UN,SOMECOLL,0,121,22,25,2.96,40368,1335,1200,2565,477,34,NA,18990,84,0
F,UN,SOMECOLL,0,105,20,24,0.92,15704,405,135,2565,4696,3,NA,41591,NA,0
F,D,BACH,0,87,29,31,3.55,127140,2520,2520,2565,4485,15,NA,0,85,1
M,UN,SOMECOLL,0,121,37,40,2.32,62435,1245,1065,2565,1135,12,NA,0,84,0
F,NULL,SOMECOLL,0,51,24,26,3.25,121629,2567,2522,2565,805,24,2.94,0,69,1
M,UN,HS,0,109,19,22,3.38,140945,2520,2520,2565,2890,NA,NA,33735,98.5,1
M,UN,SOMECOLL,0,152,28,32,2.85,147130,2835,2565,2565,6920,NA,NA,0,NA,1
F,NULL,HS,0,74,18,21,1.86,8100,135,45,2565,0,NA,NA,4176,81,0
M,NULL,SOMECOLL,0,102,28,31,0.69,16800,450,135,2565,1200,3,1.82,5714,88.5,0
F,S,SOMECOLL,0,37,22,24,3.07,114595,2250,2250,2250,6815,10,2.65,0,87.5,1
M,NULL,HS,0,28,18,21,3.1,141385,2520,2520,2565,2400,NA,NA,8511,NA,1
F,UN,SOMECOLL,0,101,27,30,3.17,112482,2610,2565,2565,4468,30,NA,0,85.5,1
F,UN,SOMECOLL,0,116,21,24,3.55,117065,2250,2250,2250,700,19,NA,0,87,1
F,NULL,SOMECOLL,0,88,20,24,2.38,76752,1545,1200,2565,8343,3,NA,0,89,0
F,UN,SOMECOLL,0,83,20,23,3.82,141532,2599,2599,2565,4058,NA,NA,0,NA,1
F,S,BACH,0,89,26,29,3.25,110290,2520,2520,2565,2540,27,3.07,0,NA,1
M,UN,SOMECOLL,0,62,21,25,2.27,33457,675,495,2565,1643,4,NA,0,83.5,0
F,NULL,SOMECOLL,0,10,28,31,2.15,6290,630,495,2565,1510,23,2.56,0,83.5,0
M,UN,SOMECOLL,0,87,21,24,1.94,25800,495,360,2565,0,NA,NA,62056,86,0
F,S,BACH,0,157,22,26,2.81,136635,2835,2520,2565,4030,9,NA,0,86.5,1
F,UN,BACH,0,96,24,26,3.19,65982,1777.5,1522.5,2565,1163,33,NA,0,NA,0
M,UN,HS,0,129,36,39,3.43,8100,135,135,2565,0,NA,NA,0,87.5,0
F,NULL,SOMECOLL,0,89,22,25,3.63,126984,2520,2520,2565,2946,13,NA,0,84,1
F,UN,SOMECOLL,0,67,24,27,3.75,108318,2280,2280,2250,672,30,NA,0,83.5,1
F,NULL,SOMECOLL,0,58,31,34,0.86,5685,765,675,2565,2415,41,3.03,0,82.5,0
F,NULL,ASSOC,0,124,22,24,0,1620,810,720,2565,0,48,3.54,0,79.5,0
F,S,ASSOC,0,65,22,24,3,79370,2040,1920,2565,2740,43,3.07,0,77,0
F,UN,SOMECOLL,0,131,24,27,3.11,122537,2700,2565,2565,6343,21,NA,0,82,1
F,UN,SOMECOLL,0,75,27,31,2.91,134392,2707.5,2520,2565,14228,NA,NA,0,91.5,1
F,NULL,ASSOC,0,60,21,25,2.95,115318,2678,2603,2565,3258,36,2.45,10,77.5,1
M,NULL,SOMECOLL,0,39,30,33,3.32,138985,2520,2520,2565,1730,6,2.58,4406,83.5,1
F,UN,SOMECOLL,0,93,22,25,3.26,113194,2250,2250,2250,4271,19,NA,0,82,1
M,NULL,SOMECOLL,0,16,27,29,0,1800,450,360,2565,0,20,NA,7588,94,0
F,NULL,SOMECOLL,0,67,28,32,0,43847,0,0,2565,2803,NA,NA,7896,84,0
M,UN,SOMECOLL,0,80,42,45,3.3,130660,2520,2520,2565,2110,6,3.48,0,80,1
F,S,SOMECOLL,0,33,22,26,2.81,133707,2730,2610,2565,16110,5,2.42,0,86,1
F,M,ASSOC,0,25,38,40,3.63,102820,2520,2520,2565,1115,41,2.29,0,NA,1
F,NULL,SOMECOLL,0,150,19,22,2.17,45000,1035,765,2565,3300,10,2.34,0,85,0
F,UN,SOMECOLL,0,195,24,27,3.4,137765,2520,2520,2565,5605,3,NA,0,NA,1
F,NULL,SOMECOLL,0,55,20,23,3.08,133789,2565,2520,2565,4331,15,NA,0,NA,1
F,NULL,SOMECOLL,0,116,25,28,3.16,49930,1365,1365,2565,2360,27,2.74,1880,79.5,0
M,UN,SOMECOLL,0,88,29,33,3.1,142585,2655,2520,2565,2045,3,NA,0,88,1
M,UN,SOMECOLL,0,88,25,28,3.14,139801,2565,2520,2565,7214,NA,NA,0,80.24,1
F,UN,SOMECOLL,0,114,23,25,3.28,105228,2565,2520,2565,6322,34,NA,2527,NA,1
F,UN,HS,0,117,19,22,3.2,131305,2520,2520,2565,6275,6,NA,10,81,1
F,UN,SOMECOLL,1,97,20,23,3.43,105760,2610,2565,2565,3510,37,3.28,NA,88.5,1
F,UN,SOMECOLL,0,192,24,27,3.4,24000,855,855,2565,0,24,NA,0,84.5,0
F,NULL,SOMECOLL,0,110,25,28,3.46,144808,2655,2520,2565,1922,3,NA,0,80,1
M,S,SOMECOLL,1,102,23,27,2.49,117019,2175,2040,2565,6671,NA,NA,0,87,0
F,M,MAST,0,104,30,33,3.53,118360,2520,2520,2565,2735,17,2.86,0,89,1
F,NULL,SOMECOLL,0,90,24,28,2.82,140513,2970,2520,2565,17447,NA,NA,0,NA,1
M,S,ASSOC,0,123,22,25,3.1,58516,1245,1020,2565,1739,9,NA,0,NA,0
F,UN,SOMECOLL,0,159,22,24,3.26,110559,2565,2520,2565,5646,27,NA,0,NA,1
M,UN,SOMECOLL,0,164,22,25,3.24,147015,2925,2565,2565,9045,9,NA,0,NA,1
F,UN,ASSOC,0,149,31,34,2.65,42073,945,765,2250,827,25,NA,0,83,0
M,UN,SOMECOLL,0,74,29,32,2.35,50058,900,675,2565,1242,3,2.46,0,88.5,0
F,S,ASSOC,0,0,26,29,3.25,111533,2703,2523,2565,6327,38,2.73,3923,84,1
M,UN,SOMECOLL,0,116,26,29,3.74,112020,2520,2520,2565,2450,29,NA,0,NA,1
F,UN,SOMECOLL,0,137,22,25,3.33,112782,2745,2655,2565,4893,31,NA,0,NA,1
M,NULL,SOMECOLL,0,38,27,30,2.06,15260,405,315,2565,940,9,2.47,0,NA,0
F,NULL,SOMECOLL,0,11,29,31,2.95,125016,2550,2520,2565,2604,17,2.71,17,77.5,1
F,NULL,SOMECOLL,0,122,26,28,3.52,114580,2520,2520,2565,3785,24,3.25,0,83,1
M,NULL,SOMECOLL,0,41,26,29,1.22,10155,495,360,2565,2145,14,1.98,0,NA,0
M,NULL,SOMECOLL,0,60,23,25,3.23,109598,2610,2565,2565,2257,37.04,2.5,0,84.5,1
F,M,SOMECOLL,0,9,24,26,3.24,109815,2775,2565,2565,840,41.7,3.18,0,NA,1
M,NULL,BACH,0,61,22,25,2.99,122342,2595,2565,2565,3463,21,2.68,0,NA,1
F,S,SOMECOLL,0,37,22,24,3.73,119318,2325,2325,2250,322,25,3.73,0,87.5,1
M,NULL,SOMECOLL,0,60,21,24,3.55,117151,2565,2520,2565,1484,18,NA,0,NA,1
F,UN,SOMECOLL,0,108,27,30,3.57,98513,2520,2520,2565,4537,34,2.94,0,81.71,1
M,NULL,ASSOC,0,80,29,32,2.74,24270,1065,930,2565,405,33,3.06,0,80,0
M,NULL,BACH,0,39,30,32,3.2,121190,2520,2520,2565,2260,30.04,2.59,0,82,1
M,NULL,ASSOC,0,136,24,26,3.37,104655,2520,2520,2565,3400,31,NA,0,93,1
M,S,SOMECOLL,0,67,18,22,2.44,78565,1380,1065,2565,545,NA,2.65,0,80,0
F,S,SOMECOLL,0,32,21,24,3.4,124186,2550,2550,2565,5184,16,2.36,30879,79,1
F,S,SOMECOLL,0,23,26,28,3.24,99159,2520,2520,2565,4101,45,3.01,1134,83,1
F,NULL,SOMECOLL,0,89,27,30,3.48,114205,2520,2520,2565,1325,25,3.43,3022,87,1
F,NULL,HS,0,41,19,21,2.58,95735,1980,1920,2565,6160,18,NA,0,82,0
M,NULL,SOMECOLL,0,137,20,23,1.58,34003,855,540,2565,3497,12,2.09,0,NA,0
F,NULL,ASSOC,0,53,24,27,3.62,112400,2520,2520,2565,1775,32,2.39,0,88.5,1
F,S,HS,0,116,18,21,3.25,142090,2520,2520,2565,845,NA,NA,0,79,1
F,NULL,SOMECOLL,0,123,26,29,2.86,137270,2520,2520,2565,2590,NA,NA,0,84,1
F,NULL,HS,0,24,18,22,2.62,77633,1605,1290,2565,4342,NA,NA,0,80,0
F,S,ASSOC,0,16,22,25,3.55,128446,2613,2523,2565,1784,24,3.13,0,NA,1
M,NULL,BACH,0,107,37,40,3.08,68055,1590,1275,2565,990,24,3.39,21550,80,0
F,NULL,BACH,0,93,35,37,3.47,111972,2610,2565,2565,3088,33,2.09,2872,85,1
F,NULL,SOMECOLL,0,31,24,28,2.64,77353,1680,1365,2565,5087,18,2.26,0,83.5,0
F,UN,ASSOC,0,31,25,29,2.64,98638,1822.5,1612.5,2565,4757,3,NA,0,79.5,0
F,M,SOMECOLL,0,37,30,32,3.23,73165,1980,1920,2565,2615,44,2.67,0,85,0
M,S,SOMECOLL,0,74,31,34,3.19,131932,2415,2325,2250,698,16,2.18,0,81.5,1
M,NULL,BACH,0,86,27,30,3.55,126930,2520,2520,2565,785,14,3.04,4027,NA,1
F,M,BACH,0,47,24,27,3.49,133850,2520,2520,2565,6320,NA,NA,0,88,1
M,NULL,SOMECOLL,0,80,30,33,2.73,125399,2925,2520,2565,7711,24,1.95,0,90,1
F,NULL,SOMECOLL,0,20,31,33,3.23,105966,2565,2520,2565,8169,42,3,0,90,1
M,NULL,GED,0,54,33,37,2.72,95745,1635,1425,2565,1935,NA,NA,0,80.5,0
F,NULL,HS,0,54,19,23,3.23,38696,693,693,2565,724,NA,NA,0,NA,0
M,NULL,SOMECOLL,0,69,27,30,2.89,128097,2298,2298,2250,3701,9,3,0,80.5,1
F,NULL,SOMECOLL,0,116,20,23,0,1890,450,315,2565,2610,19,2.39,10546,NA,0
M,S,SOMECOLL,0,27,22,25,3.01,50010,1614,1254,2565,780,43,2.55,0,NA,0
F,NULL,HS,0,39,18,22,2.38,61551,1245,885,2565,1749,NA,NA,37982,80,0
F,NULL,SOMECOLL,0,38,22,24,3.42,111813,2610,2565,2565,3492,31,NA,0,87,1
M,NULL,BACH,0,81,31,34,3.21,15600,405,405,2565,600,9,2.67,0,93.5,0
F,NULL,SOMECOLL,0,125,21,24,2.41,18330,405,180,2565,3270,3,2.57,0,NA,0
M,NULL,ASSOC,0,31,25,27,2.96,33030,1245,1110,2565,380,37,2.37,0,89,0
F,NULL,SOMECOLL,0,86,25,27,3.47,99585,2520,2520,2565,1980,34,3.07,0,83,1
F,NULL,BACH,0,111,33,36,3.15,121495,2610,2565,2565,475,28,2.71,0,NA,1
F,NULL,BACH,0,45,26,29,3.84,126275,2550,2550,2565,1135,19,3.31,0,90.5,1
F,S,BACH,0,58,26,29,3.19,142894,2595,2565,2565,3556,NA,0.85,0,85,1
F,NULL,SOMECOLL,0,52,20,22,3.5,110897,2520,2520,2565,2093,30,2.52,15266,82,1
M,NULL,SOMECOLL,0,41,20,24,2.94,140191,2610,2520,2565,4399,NA,NA,0,85.5,1
F,S,SOMECOLL,0,27,25,28,3.09,140315,2482.5,2250,2250,1535,10,3.27,0,80,1
F,S,SOMECOLL,0,16,23,27,0.92,12015,270,90,2565,1485,3,NA,0,81.5,0
F,NULL,SOMECOLL,0,52,20,23,1.49,15478,495,225,2565,3122,6,NA,3285,NA,0
F,S,SOMECOLL,0,123,20,24,2.82,141584,2655,2520,2565,6181,NA,1.82,0,81.5,1
F,NULL,SOMECOLL,0,111,23,26,2.44,26035,720,495,2565,4565,12,3.42,0,88.5,0
F,NULL,SOMECOLL,0,88,21,24,3.09,131980,2610,2520,2565,2660,12,2.92,3330,80,1
F,UN,BACH,0,118,23,25,3.26,104260,2520,2520,2565,5225,31,2.42,0,85.5,1
F,S,BACH,0,52,20,23,3.32,118910,2250,2250,2250,4270,10,NA,0,88.5,1
M,NULL,SOMECOLL,0,52,20,23,3.06,137825,2520,2520,2565,1420,3,1.48,10092,NA,1
M,NULL,ASSOC,0,31,22,24,2.88,68979,1635,1455,2565,526,28,3.18,0,77,0
F,NULL,SOMECOLL,0,89,22,25,2.73,69815,1500,1380,2565,1765,16,2.06,0,NA,0
M,NULL,MAST,0,66,40,43,2.14,10743,360,180,2250,957,16,3.13,0,93,0
M,NULL,SOMECOLL,0,74,31,34,3.39,143085,2520,2520,2565,7245,9,NA,0,85.5,1
